15,15,-8,0,0,0
13.5792,10.6139,-6.14646,0,0,-1.74159
13.5792,10.6139,-6.14646,0,0,-1.74159
10.393,9.31708,-3.78367,0,0,-1.34159
10.393,9.31708,-3.78367,0,0,-1.34159
8.10365,7.81873,-1.81788,0,0,-1.34159
8.10365,7.81873,-1.81788,0,0,-1.34159
6.55389,6.74074,-0.272492,0,0,-1.34159
6.55389,6.74074,-0.272492,0,0,-1.34159
6.30447,6.30997,0.821416,0,0,-1.74159
6.30447,6.30997,0.821416,0,0,-1.74159
4.80425,6.70415,0.743233,0,0,-1.54159
4.80425,6.70415,0.743233,0,0,-1.54159
3.75303,6.9414,0.149848,0,0,-0.941593
3.75303,6.9414,0.149848,0,0,-0.941593
2.96678,7.3636,-1.0312,0,0,-0.541593
2.96678,7.3636,-1.0312,0,0,-0.541593
2.20349,7.85174,-2.13848,0,0,-0.941593
2.20349,7.85174,-2.13848,0,0,-0.941593
1.49882,8.36472,-2.97125,0,0,-1.14159
1.49882,8.36472,-2.97125,0,0,-1.14159
0.773003,8.9387,-3.68423,0,0,-0.741593
0.773003,8.9387,-3.68423,0,0,-0.741593
0.029412,9.53365,-4.32494,0,0,-0.541593
0.029412,9.53365,-4.32494,0,0,-0.541593
-0.885723,9.13653,-4.90203,0,0,-0.341593
-0.885723,9.13653,-4.90203,0,0,-0.341593
-1.3579,9.10901,-4.69744,0,0,-0.541593
-1.3579,9.10901,-4.69744,0,0,-0.541593
-1.82017,8.94722,-4.30958,0,0,-1.14159
-1.82017,8.94722,-4.30958,0,0,-1.14159
-2.05336,9.21883,-3.15566,0,0,-0.341593
-2.05336,9.21883,-3.15566,0,0,-0.341593
-2.75073,8.99671,-2.62895,0,0,0.0584073
-2.75073,8.99671,-2.62895,0,0,0.0584073
-3.523,8.78503,-2.15205,0,0,-0.541593
-3.523,8.78503,-2.15205,0,0,-0.541593
-4.42057,8.58202,-1.74372,0,0,-0.341593
-4.42057,8.58202,-1.74372,0,0,-0.341593
-5.62292,8.13756,-1.41897,0,0,-0.141593
-5.62292,8.13756,-1.41897,0,0,-0.141593
-6.78469,7.71903,-1.1823,0,0,0.0584073
-6.78469,7.71903,-1.1823,0,0,0.0584073
-7.67193,8.80933,-1.36116,0,0,-0.141593
-7.67193,8.80933,-1.36116,0,0,-0.141593
-7.16891,7.4403,-0.804952,0,0,-1.74159
-7.16891,7.4403,-0.804952,0,0,-1.74159
-6.37154,7.6129,-0.580466,0,0,-2.34159
-6.37154,7.6129,-0.580466,0,0,-2.34159
-5.49373,7.86132,-0.318136,0,0,-2.14159
-5.49373,7.86132,-0.318136,0,0,-2.14159
-4.86957,7.9138,-0.0250759,0,0,-2.34159
-4.86957,7.9138,-0.0250759,0,0,-2.34159
-4.32887,7.99074,0.274326,0,0,-2.34159
-4.32887,7.99074,0.274326,0,0,-2.34159
-3.8505,8.06741,0.56362,0,0,-2.54159
-3.8505,8.06741,0.56362,0,0,-2.54159
-3.66748,8.09934,0.817469,0,0,-1.14159
-3.66748,8.09934,0.817469,0,0,-1.14159
-3.12962,8.09593,1.11865,0,0,-1.94159
-3.12962,8.09593,1.11865,0,0,-1.94159
-3.33921,8.1377,0.980309,0,0,-2.54159
-3.33921,8.1377,0.980309,0,0,-2.54159
-2.62817,8.12234,1.17644,0,0,-2.54159
-2.62817,8.12234,1.17644,0,0,-2.54159
-2.16347,8.20318,1.25146,0,0,-2.54159
-2.16347,8.20318,1.25146,0,0,-2.54159
-1.86219,8.24139,1.35099,0,0,-2.34159
-1.86219,8.24139,1.35099,0,0,-2.34159
-1.70992,8.15925,1.5802,0,0,-2.54159
-1.70992,8.15925,1.5802,0,0,-2.54159
-1.12196,8.29515,2.01356,0,0,-2.54159
-1.12196,8.29515,2.01356,0,0,-2.54159
-0.903225,8.42512,1.33823,0,0,-2.94159
-0.903225,8.42512,1.33823,0,0,-2.94159
0.0307069,8.33644,1.16376,0,0,3.14159
0.0307069,8.33644,1.16376,0,0,3.14159
0.90443,7.94671,1.42594,0,0,-2.94159
0.90443,7.94671,1.42594,0,0,-2.94159
1.42673,7.58357,1.78571,0,0,-2.54159
1.42673,7.58357,1.78571,0,0,-2.54159
0.474161,8.2267,1.19436,0,0,-2.74159
0.474161,8.2267,1.19436,0,0,-2.74159
-0.423153,8.40254,1.18488,0,0,-2.54159
-0.423153,8.40254,1.18488,0,0,-2.54159
-1.09125,8.38974,1.3677,0,0,-2.14159
-1.09125,8.38974,1.3677,0,0,-2.14159
-1.30698,8.34769,1.41392,0,0,-2.14159
-1.30698,8.34769,1.41392,0,0,-2.14159
-1.48463,8.27105,1.42124,0,0,-2.14159
-1.48463,8.27105,1.42124,0,0,-2.14159
-1.6557,8.27526,1.5534,0,0,-1.94159
-1.6557,8.27526,1.5534,0,0,-1.94159
-1.99809,8.01857,1.80863,0,0,-1.94159
-1.99809,8.01857,1.80863,0,0,-1.94159
-2.45632,7.89556,2.08297,0,0,-2.14159
-2.45632,7.89556,2.08297,0,0,-2.14159
-2.91088,7.79682,2.45004,0,0,-2.34159
-2.91088,7.79682,2.45004,0,0,-2.34159
-3.1503,7.64752,2.8104,0,0,-1.94159
-3.1503,7.64752,2.8104,0,0,-1.94159
-3.35034,7.61048,3.15424,0,0,-1.94159
-3.35034,7.61048,3.15424,0,0,-1.94159
-4.01809,6.91769,3.43371,0,0,-0.941593
-4.01809,6.91769,3.43371,0,0,-0.941593
-3.29247,7.79922,3.76238,0,0,-0.741593
